STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,MATERIAL,Materials,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LUX,Luxembourg,A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2021,,5.523,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,MEX,Mexico,A,Annual,GEN,Waste generated,T,Tonnes,SOLID_HAZW,Solid hazardous waste,2021,,2192.7877887271,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NLD,Netherlands,A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2021,,201.725,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NLD,Netherlands,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PAPER,Packaging - paper and paperboard,2021,,1389.795,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NLD,Netherlands,A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2021,,3007.211,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NLD,Netherlands,A,Annual,GEN,Waste generated,T,Tonnes,PACK_GLASS,Packaging - glass,2021,,511.934,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NLD,Netherlands,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PLASTIC,Packaging - plastic,2021,,545.828,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NOR,Norway,A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2021,,28.422,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NOR,Norway,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PAPER,Packaging - paper and paperboard,2021,,375.361,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NOR,Norway,A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2021,,950.522,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NOR,Norway,A,Annual,GEN,Waste generated,T,Tonnes,PACK_GLASS,Packaging - glass,2021,,101.078,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,NOR,Norway,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PLASTIC,Packaging - plastic,2021,,257.021,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PRT,Portugal,A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2021,,86.997,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PRT,Portugal,A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2021,,1829.243,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PRT,Portugal,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PAPER,Packaging - paper and paperboard,2021,,826.577,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PRT,Portugal,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PLASTIC,Packaging - plastic,2021,,428.135,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PRT,Portugal,A,Annual,GEN,Waste generated,T,Tonnes,PACK_GLASS,Packaging - glass,2021,,417.615,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVK,Slovak Republic,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PAPER,Packaging - paper and paperboard,2021,,246.335,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVK,Slovak Republic,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PLASTIC,Packaging - plastic,2021,,128.311,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVK,Slovak Republic,A,Annual,GEN,Waste generated,T,Tonnes,PACK_GLASS,Packaging - glass,2021,,98.103,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVK,Slovak Republic,A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2021,,33.716,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVK,Slovak Republic,A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2021,,574.148,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVN,Slovenia,A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2021,,18.943,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVN,Slovenia,A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2021,,282.463,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVN,Slovenia,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PAPER,Packaging - paper and paperboard,2021,,120.922,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVN,Slovenia,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PLASTIC,Packaging - plastic,2021,,55.283,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SVN,Slovenia,A,Annual,GEN,Waste generated,T,Tonnes,PACK_GLASS,Packaging - glass,2021,,36.409,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ESP,Spain,A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2021,,383.622,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ESP,Spain,A,Annual,GEN,Waste generated,T,Tonnes,PACK_GLASS,Packaging - glass,2021,,1479.372,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ESP,Spain,A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2021,,8723.853,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ESP,Spain,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PLASTIC,Packaging - plastic,2021,,1832.571,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,SWE,Sweden,A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2021,,1633.547,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,BGR,Bulgaria,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PAPER,Packaging - paper and paperboard,2021,,136.098,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,BGR,Bulgaria,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PLASTIC,Packaging - plastic,2021,,151.277,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,BGR,Bulgaria,A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2021,,28.267,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,BGR,Bulgaria,A,Annual,GEN,Waste generated,T,Tonnes,PACK_GLASS,Packaging - glass,2021,,93.879,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,BGR,Bulgaria,A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2021,,513.101,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,HRV,Croatia,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PAPER,Packaging - paper and paperboard,2021,,103.008,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,HRV,Croatia,A,Annual,GEN,Waste generated,T,Tonnes,PACK_GLASS,Packaging - glass,2021,,67.263,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,HRV,Croatia,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PLASTIC,Packaging - plastic,2021,,70.216,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,HRV,Croatia,A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2021,,286.44,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,HRV,Croatia,A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2021,,17.381,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PER,Peru,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2021,,918.33760197033,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PER,Peru,A,Annual,GEN,Waste generated,T,Tonnes,ORGANIC,Organics,2021,,4657.4274402984,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PER,Peru,A,Annual,GEN,Waste generated,T,Tonnes,OTHER,Other non-ferrous metals,2021,,152.6032709989,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PER,Peru,A,Annual,GEN,Waste generated,T,Tonnes,FERROUS,Ferrous metals,2021,,39.600572501722,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PER,Peru,A,Annual,GEN,Waste generated,T,Tonnes,ALUMINIUM,Aluminium,2021,,14.087101343303,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PER,Peru,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2021,,663.76788310811,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,PER,Peru,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2021,,254.06492120282,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ROU,Romania,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PLASTIC,Packaging - plastic,2021,,505.222,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ROU,Romania,A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2021,,2432.434,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ROU,Romania,A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2021,,99.789,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ROU,Romania,A,Annual,GEN,Waste generated,T,Tonnes,PACK_GLASS,Packaging - glass,2021,,447.633,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,ROU,Romania,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PAPER,Packaging - paper and paperboard,2021,,740.217,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK_PAPER,Packaging - paper and paperboard,2019,,32268.79,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2019,,79339.96,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK_GLASS,Packaging - glass,2019,,15202.26,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2019,,3973.835,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK_PLASTIC,Packaging - plastic,2019,,15262.79,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK_PLASTIC,Packaging - plastic,2020,,15453.67,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,FERROUS,Ferrous metals,2020,,64220,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,METAL,All metals,2020,,9370,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,MASONRY,Masonry materials,2020,,305650,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,43510,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,17850,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2020,,3982.625,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK_GLASS,Packaging - glass,2020,,15150.26,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,OTHER,Other non-ferrous metals,2020,,8480,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2020,,79570.93,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK_PAPER,Packaging - paper and paperboard,2020,,32703,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,18950,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK_PAPER,Packaging - paper and paperboard,2021,,34041.76,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2021,,84820.84,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK_GLASS,Packaging - glass,2021,,15696.88,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2021,,4174.88,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,EU27_2020,European Union (27 countries from 01/02/2020),A,Annual,GEN,Waste generated,T,Tonnes,PACK_PLASTIC,Packaging - plastic,2021,,16208.9,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LIE,Liechtenstein,A,Annual,GEN,Waste generated,T,Tonnes,PACK_GLASS,Packaging - glass,2019,,1.712,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LIE,Liechtenstein,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PAPER,Packaging - paper and paperboard,2019,,3.327,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LIE,Liechtenstein,A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2019,,0.527,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LIE,Liechtenstein,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PLASTIC,Packaging - plastic,2019,,0.834,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LIE,Liechtenstein,A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2019,,6.879,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LIE,Liechtenstein,A,Annual,GEN,Waste generated,T,Tonnes,PACK,Total packaging,2020,,7.605,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LIE,Liechtenstein,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PLASTIC,Packaging - plastic,2020,,0.903,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LIE,Liechtenstein,A,Annual,GEN,Waste generated,T,Tonnes,PACK_MET,Packaging - metals,2020,,0.379,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LIE,Liechtenstein,A,Annual,GEN,Waste generated,T,Tonnes,GLASS,Glass,2020,,1.924,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LIE,Liechtenstein,A,Annual,GEN,Waste generated,T,Tonnes,PLASTIC,Plastics,2020,,0.32,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LIE,Liechtenstein,A,Annual,GEN,Waste generated,T,Tonnes,PACK_PAPER,Packaging - paper and paperboard,2020,,3.422,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LIE,Liechtenstein,A,Annual,GEN,Waste generated,T,Tonnes,MASONRY,Masonry materials,2020,,0.028,,A,Normal value,3,Thousands,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_WSTREAMS@DF_WSTREAMS(1.0),"Waste - Selected waste streams: generation, recovery and recycling",I,LIE,Liechtenstein,A,Annual,GEN,Waste generated,T,Tonnes,PAPER,"Paper, paperboard and paper products",2020,,5.317,,A,Normal value,3,Thousands,2,Two
